class,cbo,wmc,rfc,lcom,loc
org.springframework.http.codec.ResourceHttpMessageWriter,24,33,59,50,135
org.springframework.web.servlet.view.xml.MarshallingViewTests,8,12,20,0,114
org.springframework.messaging.simp.broker.SimpleBrokerMessageHandler,22,65,74,182,300
org.springframework.util.xml.DomContentHandler,11,19,20,58,70
org.springframework.core.log.LogFormatUtils,3,12,12,3,42
org.springframework.web.servlet.mvc.WebContentInterceptor,14,34,28,67,103
org.springframework.web.servlet.tags.BindTagOutsideDispatcherServletTests,1,1,0,0,5
org.springframework.dao.support.DataAccessUtils,8,26,19,36,78
org.springframework.context.support.SimpleThreadScopeTests,4,4,11,0,20
org.springframework.web.jsf.el.SpringBeanFacesELResolver,8,16,8,21,58
org.springframework.cache.jcache.interceptor.SampleObject,8,11,0,55,29
org.springframework.context.annotation.PrimitiveBeanLookupAndAutowiringTests,6,4,4,6,42
org.springframework.web.reactive.resource.ResourceWebHandler,25,96,105,476,297
org.springframework.web.reactive.result.method.RequestMappingInfoHandlerMappingTests,26,29,75,9,276
org.springframework.aop.support.AbstractRegexpMethodPointcut,3,26,16,31,76
org.springframework.util.StringUtils,7,202,85,1921,580
org.springframework.core.convert.support.ObjectToStringConverter,1,1,1,0,5
org.springframework.aop.framework.autoproxy.target.AbstractBeanFactoryBasedTargetSourceCreator,14,13,20,14,55
org.springframework.ejb.config.JeeNamespaceHandler,4,1,1,0,7
org.springframework.messaging.handler.invocation.AbstractAsyncReturnValueHandler,4,2,0,1,8
org.springframework.web.reactive.function.server.RouterFunctionBuilderTests,11,6,41,15,89
org.springframework.util.xml.XMLEventStreamWriterTests,5,4,16,0,26
org.springframework.http.client.reactive.HttpComponentsClientHttpConnector,13,8,12,1,64
org.springframework.context.support.AbstractResourceBasedMessageSource,3,17,8,56,58
org.springframework.messaging.simp.SimpLogging,2,2,4,1,10
org.springframework.transaction.config.AnnotationDrivenTests,12,6,12,15,63
org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver,45,59,57,198,239
org.springframework.mock.http.client.reactive.MockClientHttpRequest,10,14,30,67,60
org.springframework.web.servlet.mvc.method.annotation.SessionAttributeMethodArgumentResolverTests,3,3,0,3,11
org.springframework.beans.factory.config.AbstractFactoryBean,14,24,15,81,94
example.type.AssignableTypeFilterTestsTypes,4,0,0,0,16
org.springframework.messaging.converter.GsonMessageConverter,3,10,4,16,39
org.springframework.web.cors.reactive.CorsWebFilterTests,10,10,26,0,83
org.springframework.jca.support.LocalConnectionFactoryBean,5,9,2,5,31
org.springframework.jmx.support.ConnectorServerFactoryBeanTests,4,5,21,0,59
org.springframework.test.context.junit4.profile.annotation.DefaultProfileConfig,3,1,0,0,5
org.springframework.web.socket.adapter.standard.StandardWebSocketHandlerAdapterTests,8,4,19,0,30
org.springframework.web.reactive.resource.DefaultResourceTransformerChain,8,13,10,0,33
org.springframework.jdbc.core.RowMapperResultSetExtractor,3,5,4,0,20
org.springframework.jmx.export.metadata.ManagedMetric,3,12,1,54,45
org.springframework.http.server.DefaultRequestPath,5,25,20,0,80
org.springframework.test.context.transaction.ejb.RollbackForRequiresNewEjbTxDaoTests,2,0,0,0,2
org.springframework.aop.framework.adapter.DefaultAdvisorAdapterRegistry,11,13,8,0,44
org.springframework.transaction.support.DefaultTransactionDefinition,4,27,23,99,99
org.springframework.jms.listener.endpoint.JmsMessageEndpointFactory,5,4,1,1,55
org.springframework.core.task.support.TaskExecutorAdapter,9,19,7,0,75
org.springframework.web.util.pattern.PathPatternRouteMatcherTests,4,4,8,6,25
org.springframework.context.support.EnvironmentIntegrationTests,5,1,7,0,13
org.springframework.aop.aspectj.autoproxy.spr3064.SPR3064Tests,3,1,6,0,8
org.springframework.core.type.AbstractMethodMetadataTests,21,24,46,276,154
org.springframework.scheduling.support.QuartzCronFieldTests,2,5,10,10,56
org.springframework.cache.aspectj.AnyThrow,2,3,1,3,10
org.springframework.web.servlet.mvc.condition.AbstractRequestCondition,4,10,10,15,27
org.springframework.web.accept.HeaderContentNegotiationStrategyTests,7,3,9,0,28
org.springframework.scheduling.annotation.AsyncAnnotationBeanPostProcessorTests,19,13,39,78,205
org.springframework.web.servlet.resource.CachingResourceResolverTests,16,11,15,0,83
org.springframework.web.reactive.function.server.support.ServerRequestWrapperTests,10,16,26,0,93
org.springframework.web.servlet.mvc.method.annotation.CallableMethodReturnValueHandler,5,3,5,1,13
org.springframework.core.annotation.AnnotationEnclosingClassSample,1,0,0,0,13
org.springframework.beans.factory.xml.DelegatingEntityResolverTests,4,3,2,3,16
org.springframework.web.reactive.result.method.annotation.AbstractMessageWriterResultHandler,17,33,44,15,97
org.springframework.http.converter.HttpMessageNotReadableException,3,6,1,0,23
org.springframework.jdbc.config.InitializeDatabaseBeanDefinitionParser,7,2,9,1,13
org.springframework.web.reactive.result.method.annotation.MatrixVariablesMapMethodArgumentResolverTests,11,8,31,0,66
org.springframework.context.annotation.LazyAutowiredAnnotationBeanPostProcessorTests,22,11,32,55,184
org.springframework.core.annotation.AnnotationAwareOrderComparatorTests,7,8,8,28,75
org.springframework.util.CompositeIterator,2,9,5,0,32
org.springframework.aop.aspectj.annotation.MakeITestBeanModifiable,5,0,0,0,3
org.springframework.test.context.junit4.aci.annotation.OrderedInitializersAnnotationConfigTests,12,1,2,0,51
org.springframework.aop.aspectj.AspectJAfterReturningAdvice,7,13,11,21,35
org.springframework.dao.CleanupFailureDataAccessException,1,1,0,0,5
org.springframework.web.reactive.resource.ContentBasedVersionStrategyTests,6,5,15,0,26
org.springframework.core.testfixture.aot.generator.visibility.ProtectedParameter,1,1,0,0,4
org.springframework.beans.factory.support.DefaultSingletonBeanRegistry,9,80,54,205,334
org.springframework.core.type.StandardClassMetadata,5,21,20,0,60
org.springframework.messaging.support.AbstractMessageChannel,10,19,18,61,147
org.springframework.web.servlet.mvc.method.annotation.HandlerMethodAnnotationDetectionTests,29,4,22,0,216
org.springframework.web.reactive.function.client.DefaultClientResponse,24,25,37,176,131
org.springframework.web.socket.config.annotation.DelegatingWebSocketMessageBrokerConfiguration,11,19,10,0,52
org.springframework.web.client.RestClientResponseException,5,11,2,9,43
org.springframework.transaction.event.TransactionalApplicationListenerAdapter,8,12,6,35,40
org.springframework.web.socket.sockjs.transport.session.SockJsSessionTests,9,23,55,190,167
org.springframework.util.xml.AbstractStaxHandler,7,47,32,543,163
org.springframework.core.log.LogSupportTests,3,6,7,15,32
org.springframework.jmx.export.assembler.InterfaceBasedMBeanInfoAssemblerMappedTests,6,13,23,76,58
org.springframework.expression.spel.EvaluationTests,1,0,0,0,928
org.springframework.jdbc.core.RowCountCallbackHandler,4,8,5,7,33
example.scannable.NamedStubDao,1,1,0,0,5
org.springframework.core.io.buffer.NettyDataBuffer,9,59,36,0,202
org.springframework.test.context.junit.SpringJUnitJupiterTestSuite,5,0,0,0,2
org.springframework.web.util.HtmlCharacterEntityReferencesTests,4,7,17,3,117
org.springframework.web.servlet.mvc.method.annotation.RequestPartIntegrationTests,33,7,32,1,102
org.springframework.core.io.PathResourceTests,9,39,57,313,183
org.springframework.beans.factory.xml.ReverseMethodReplacer,1,1,2,0,6
org.springframework.aop.support.StaticMethodMatcher,1,2,0,1,8
org.springframework.web.reactive.result.view.script.JythonScriptTemplateTests,7,3,16,3,35
org.springframework.beans.factory.Foo,0,0,0,0,2
org.springframework.web.servlet.function.DefaultRenderingResponseBuilder,11,18,18,47,100
org.springframework.core.testfixture.TestGroupsCondition,5,4,11,0,12
org.springframework.test.context.junit4.aci.annotation.OverriddenInitializersAnnotationConfigTests,4,1,3,0,7
org.springframework.beans.factory.generator.BeanParameterGeneratorTests,16,29,40,386,130
org.springframework.web.servlet.ComplexWebApplicationContext,38,1,9,0,319
org.springframework.context.annotation.spr10546.ParentWithImportResourceConfig,2,0,0,0,2
org.springframework.test.context.junit.jupiter.SpringJUnitJupiterConstructorInjectionTests,10,5,6,0,31
org.springframework.jndi.JndiTemplate,6,23,19,52,93
org.springframework.scheduling.concurrent.DecoratedThreadPoolTaskExecutorTests,4,1,4,0,10
org.springframework.context.annotation.spr8808.Spr8808Tests,3,1,2,0,7
org.springframework.web.servlet.config.ViewControllerBeanDefinitionParser,16,14,24,3,77
org.springframework.web.context.request.async.WebAsyncManager,19,54,64,108,242
org.springframework.test.util.JsonExpectationsHelper,1,4,4,6,14
org.springframework.web.socket.sockjs.transport.handler.XhrPollingTransportHandler,10,5,1,10,17
org.springframework.beans.AbstractNestablePropertyAccessor,19,178,134,644,691
org.springframework.tests.sample.objects.GenericObject,1,2,0,0,9
org.springframework.web.socket.messaging.SessionSubscribeEvent,3,2,0,1,8
org.springframework.web.servlet.tags.form.OptionTag,12,24,29,99,105
org.springframework.aop.framework.autoproxy.NoSetters,0,2,0,1,7
org.springframework.aop.config.SpringConfiguredBeanDefinitionParser,6,2,8,0,15
org.springframework.cache.aspectj.AspectJJCacheConfiguration,6,1,2,0,7
org.springframework.aop.aspectj.SimpleSpringBeforeAdvice,4,3,1,0,13
org.springframework.jdbc.core.support.AbstractSqlTypeValue,3,3,4,1,12
org.springframework.jdbc.core.namedparam.NamedParameterQueryTests,9,15,38,0,197
org.springframework.mail.javamail.MimeMessageHelper,19,110,64,1688,444
org.springframework.http.codec.xml.jaxb.XmlRootElementWithNameAndNamespace,1,0,0,0,2
org.springframework.web.servlet.config.AnnotationDrivenBeanDefinitionParser,49,72,61,159,422
org.springframework.util.xml.StaxSource,5,6,0,11,24
org.springframework.web.context.ServletConfigAwareBean,2,2,0,0,9
org.springframework.test.context.junit4.annotation.DefaultLoaderBeanOverridingExplicitConfigClassesInheritedTests,4,1,5,0,6
org.springframework.web.servlet.view.groovy.GroovyMarkupViewResolver,5,6,6,10,19
org.springframework.web.context.request.FacesRequestAttributes,5,34,36,64,114
org.springframework.core.io.support.VfsPatternUtils,2,5,6,6,16
org.springframework.web.reactive.accept.HeaderContentTypeResolverTests,4,2,10,0,16
org.springframework.context.support.SerializableBeanFactoryMemoryLeakTests,9,10,17,36,51
org.springframework.scripting.support.ResourceScriptSource,6,14,14,0,50
org.springframework.aop.aspectj.AspectJExpressionPointcut,28,81,62,357,394
org.springframework.beans.factory.xml.SimpleConstructorNamespaceHandler,12,16,33,10,66
org.springframework.messaging.converter.MappingJackson2MessageConverterTests,14,18,53,153,226
org.springframework.test.context.junit.jupiter.nested.ConstructorInjectionNestedTests,6,2,2,0,62
org.springframework.core.codec.ByteBufferDecoderTests,5,5,18,8,25
org.springframework.util.AssertTests,7,109,23,5886,329
org.springframework.core.annotation.SynthesizingMethodParameterTests,4,6,13,0,55
org.springframework.web.servlet.mvc.method.annotation.ModelAndViewMethodReturnValueHandler,9,11,17,4,38
org.springframework.web.multipart.support.RequestPartServletServerHttpRequestTests,12,8,27,0,85
org.springframework.web.servlet.support.RequestContext,25,103,62,1152,345
org.springframework.test.web.reactive.server.ExchangeResult,15,25,37,63,105
org.springframework.http.codec.ServerSentEventHttpMessageWriter,25,26,44,54,99
org.springframework.core.convert.support.CollectionToArrayConverter,6,7,10,0,27
org.springframework.jdbc.core.namedparam.NamedParameterUtilsTests,5,25,24,300,218
org.springframework.jmx.access.MBeanClientInterceptor,15,81,75,226,364
org.springframework.beans.factory.config.PropertyResourceConfigurerTests,21,35,74,0,563
org.springframework.core.convert.support.NumberToCharacterConverter,1,1,1,0,5
org.springframework.web.servlet.resource.ContentVersionStrategy,4,3,3,1,14
org.springframework.web.socket.config.annotation.WebMvcStompEndpointRegistryTests,12,4,20,0,42
org.springframework.web.servlet.view.InternalResourceViewResolver,6,11,11,13,33
org.springframework.http.ReadOnlyHttpHeaders,5,21,16,153,73
org.springframework.web.servlet.resource.DefaultServletHttpRequestHandler,7,11,4,0,43
org.springframework.r2dbc.connection.init.ResourceDatabasePopulatorUnitTests,3,10,10,33,49
org.springframework.web.servlet.view.groovy.GroovyMarkupConfigurerTests,8,10,27,0,88
org.springframework.cache.interceptor.CacheInterceptor,6,4,7,0,22
org.springframework.util.SystemPropertyUtilsTests,1,13,11,66,84
org.springframework.web.filter.reactive.HiddenHttpMethodFilter,6,6,18,1,28
org.springframework.aop.aspectj.TopsyTurvyAspect,2,4,4,0,22
org.springframework.jdbc.support.JdbcTransactionManager,7,15,9,28,59
org.springframework.cache.jcache.interceptor.AnnotatedJCacheableService,12,31,8,262,105
org.springframework.web.servlet.tags.form.AbstractDataBoundFormElementTag,10,28,29,126,81
org.springframework.beans.factory.groovy.GroovyBeanDefinitionWrapper,10,45,32,40,164
org.springframework.http.server.ServletServerHttpRequestTests,7,13,37,0,117
org.springframework.web.servlet.mvc.condition.ParamsRequestConditionTests,4,14,15,55,68
org.springframework.jdbc.support.CustomSQLErrorCodesTranslation,2,6,2,2,19
org.springframework.transaction.interceptor.AbstractReactiveTransactionAspectTests,17,25,38,145,204
org.springframework.aop.aspectj.autoproxy.AspectJPrecedenceComparator,5,17,14,20,61
org.springframework.aop.testfixture.advice.MethodCounter,1,8,6,11,23
org.springframework.aop.aspectj.annotation.BeanFactoryAspectJAdvisorsBuilder,10,16,18,0,81
org.springframework.core.codec.DataBufferEncoder,10,9,12,10,26
org.springframework.expression.spel.ExpressionState,15,42,32,234,166
org.springframework.http.client.OkHttp3ClientHttpResponse,5,11,10,0,37
org.springframework.web.reactive.result.condition.PatternsRequestCondition,6,34,24,0,93
org.springframework.core.convert.support.CollectionToCollectionConverter,7,14,12,0,40
org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessorTests,54,40,70,0,659
org.springframework.web.reactive.BindingContext,8,7,3,13,46
org.springframework.expression.spel.support.StandardComponentsTests,11,4,19,6,32
org.springframework.core.BridgeMethodResolverTests,88,39,40,325,726
org.springframework.web.filter.ContentCachingResponseWrapperTests,4,3,14,1,26
org.springframework.dao.CannotSerializeTransactionException,1,2,0,1,8
org.springframework.context.testfixture.SimpleMapScope,2,10,6,20,38
org.springframework.core.DefaultParameterNameDiscoverer,5,3,3,0,9
org.springframework.test.context.hierarchies.web.DispatcherWacRootWacEarTests,9,3,9,3,30
org.springframework.web.reactive.function.server.RouterFunctionBuilder,15,50,45,940,199
org.springframework.aop.support.StaticMethodMatcherPointcutAdvisor,6,8,1,20,28
org.springframework.beans.factory.config.SetFactoryBean,3,11,10,2,45
org.springframework.test.context.junit4.InheritedConfigSpringJUnit4ClassRunnerAppCtxTests,1,0,0,0,2
org.springframework.expression.spel.LiteralTests,4,21,8,210,98
org.springframework.web.reactive.function.client.DefaultClientResponseBuilderTests,8,3,34,3,37
org.springframework.web.servlet.resource.EncodedResourceResolver,9,21,21,19,128
org.springframework.cache.aspectj.AbstractCacheAnnotationTests,10,104,99,2163,572
org.springframework.instrument.classloading.InstrumentableClassLoaderTests,3,1,4,0,7
org.springframework.beans.ExtendedBeanInfoFactory,5,6,4,3,16
org.springframework.orm.jpa.support.PersistenceContextTransactionTests,10,13,24,0,160
org.springframework.core.convert.ConversionException,1,2,0,1,8
org.springframework.web.reactive.resource.AbstractResourceResolver,8,4,4,6,11
org.springframework.core.type.classreading.MergedAnnotationMetadataVisitorTests,26,8,19,0,126
org.springframework.cache.jcache.config.JCacheCustomInterceptorTests,10,6,16,0,65
